listing_id,title,description,property_type,area,lat,lon,bedrooms,size_sqft,furnished,building_age_years,floor,price_aed_month,agent_name,listed_date,status,is_suspicious_truth,dup_group_truth
2165,Exclusive 3BR Apartment in Palm Jumeirah | High Floor,Covered parking included. Close to metro station and community mall.,3BR Apartment,Palm Jumeirah,25.13,55.12868,3,1581,0,20,41,18500,Omar Farouk,2026-02-23,active,0,2165
731,Exclusive Villa in Jumeirah Lake Towers | High Floor,Balcony with community view. Pet friendly building.,Villa,Jumeirah Lake Towers,25.08542,55.15563,4,5076,0,6,0,43500,Grace Okafor,2026-01-16,active,0,731
2622,URGENT SALE Villa for Rent in Discovery Gardens - Prime Location,Pet friendly building. Close to metro station and community mall. Built-in wardrobes throughout. Covered parking included.,Villa,Discovery Gardens,25.02946,55.16496,5,3066,0,20,0,5036,Elena Popescu,2026-05-06,active,1,2622
1868,"Upgraded 1BR Apartment in Jumeirah Lake Towers, Motivated Seller",Pet friendly building. Covered parking included. Balcony with community view.,1BR Apartment,Jumeirah Lake Towers,25.08271,55.14184,1,738,1,16,25,5750,Omar Farouk,2026-05-01,active,0,1868
2255,Arabian Ranches 1BR Apartment - Negotiable Price,Pet friendly building. Covered parking included. Near international schools. Balcony with community view.,1BR Apartment,Arabian Ranches,25.07273,55.24952,2,849,0,12,35,5000,Noor Abdullah,2026-02-16,active,0,467
1742,Spacious Studio in Jumeirah Village Circle | Ready to Move,Shared pool and gym access. Built-in wardrobes throughout. Near international schools. Pet friendly building.,Studio,Jumeirah Village Circle,25.03401,55.2001,0,472,0,12,9,2500,Yusuf Karimi,2026-07-27,active,0,1742
204,Best Deal! Studio in Al Furjan,Built-in wardrobes throughout. Near international schools.,Studio,Al Furjan,25.00485,55.14288,0,389,0,11,1,2000,Noor Abdullah,2026-01-02,active,0,204
1765,"Upgraded Studio in Dubai Marina, Motivated Seller",Recently renovated kitchen and bathrooms. Covered parking included. Available for immediate move-in.,Studio,Dubai Marina,25.08554,55.14958,0,521,0,2,8,4250,Grace Okafor,2026-03-09,active,0,1765
2579,URGENT SALE Studio for Rent in Arabian Ranches - Prime Location,Balcony with community view. Shared pool and gym access. Close to metro station and community mall. Pet friendly building.,Studio,Arabian Ranches,25.05738,55.28759,0,534,0,19,17,1631,Chen Wei,2026-08-10,active,1,2579
2332,Brand New Listing: 2BR Apartment in Arabian Ranches,"Available for immediate move-in. Close to metro station and community mall. Landlord maintained, no agency fees.",2BR Apartment,Arabian Ranches,25.03887,55.2783,3,1213,1,4,8,9000,Chen Wei,2026-08-14,active,0,1010
8,Best Deal! Villa in Discovery Gardens,Built-in wardrobes throughout. Balcony with community view.,Villa,Discovery Gardens,25.04177,55.15833,6,3878,0,5,0,19000,Noor Abdullah,2026-08-04,active,0,8
2345,Brand New Listing: Townhouse in Dubai Sports City,"Pet friendly building. Landlord maintained, no agency fees. Near international schools.",Townhouse,Dubai Sports City,25.03752,55.22175,4,1871,0,18,0,6500,Anjali Menon,2026-02-19,active,0,1977
1679,Best Deal! Villa in Discovery Gardens,Shared pool and gym access. Near international schools.,Villa,Discovery Gardens,25.01602,55.15478,4,5020,0,3,0,26750,Michael Costa,2026-07-20,active,0,1679
773,Chiller Free 2BR Apartment in Jumeirah Lake Towers,Near international schools. Covered parking included. Recently renovated kitchen and bathrooms. Built-in wardrobes throughout.,2BR Apartment,Jumeirah Lake Towers,25.09157,55.16286,2,1001,0,5,10,6500,Sofia Marchetti,2026-05-24,active,0,773
1789,Chiller Free Villa in Jumeirah Lake Towers,Pet friendly building. Available for immediate move-in.,Villa,Jumeirah Lake Towers,25.0926,55.12257,6,4906,0,22,0,27500,Omar Farouk,2026-01-14,active,0,1789
2495,3BR Apartment in Al Furjan | Well Maintained,Shared pool and gym access. Available for immediate move-in.,3BR Apartment,Al Furjan,25.0015,55.14919,4,1423,1,19,39,6500,Sofia Marchetti,2026-06-19,active,0,1773
2211,"Hot Deal - Townhouse in Dubai Marina, Call Now",Balcony with community view. Pet friendly building. Available for immediate move-in.,Townhouse,Dubai Marina,25.09565,55.13408,4,1904,0,15,0,13000,Layla Haddad,2026-06-28,active,0,646
2067,Townhouse for Rent in Downtown Dubai - Prime Location,Pet friendly building. Close to metro station and community mall.,Townhouse,Downtown Dubai,25.2171,55.2839,4,2596,0,11,0,31750,Anjali Menon,2026-03-19,active,0,2067
2129,Best Deal! 1BR Apartment in Dubai Marina,Shared pool and gym access. Recently renovated kitchen and bathrooms. Available for immediate move-in.,1BR Apartment,Dubai Marina,25.08334,55.14983,1,715,1,16,12,6750,Priya Nair,2026-03-25,active,0,2129
700,Stunning Villa | Downtown Dubai | Vacant Soon,Near international schools. Close to metro station and community mall. Covered parking included. Recently renovated kitchen and bathrooms.,Villa,Downtown Dubai,25.1844,55.28748,5,4668,1,19,0,44750,Omar Farouk,2026-08-23,active,0,700
1467,Stunning Studio | Palm Jumeirah | Vacant Soon,"Close to metro station and community mall. Landlord maintained, no agency fees. Pet friendly building. Recently renovated kitchen and bathrooms.",Studio,Palm Jumeirah,25.10142,55.15989,0,471,1,9,21,7000,Yusuf Karimi,2026-04-13,active,0,1467
924,"Upgraded 3BR Apartment in Arabian Ranches, Motivated Seller",Built-in wardrobes throughout. Recently renovated kitchen and bathrooms. Near international schools. Shared pool and gym access.,3BR Apartment,Arabian Ranches,25.0358,55.25875,3,2045,1,6,1,15000,Michael Costa,2026-07-16,active,0,924
37,Best Deal! 3BR Apartment in Dubai Marina,Covered parking included. Shared pool and gym access.,3BR Apartment,Dubai Marina,25.07993,55.15321,4,1732,1,6,23,17750,Sofia Marchetti,2026-01-03,active,0,37
1518,Villa with Full Amenities - Discovery Gardens,Close to metro station and community mall. Shared pool and gym access. Recently renovated kitchen and bathrooms.,Villa,Discovery Gardens,25.03768,55.16207,6,4446,0,16,0,23750,Ravi Shankar,2026-06-06,active,0,1518
1301,Chiller Free 2BR Apartment in Dubai Marina,Covered parking included. Shared pool and gym access.,2BR Apartment,Dubai Marina,25.08135,55.11772,2,1068,0,4,25,8000,Sofia Marchetti,2026-07-28,active,0,1301
828,Exclusive 3BR Apartment in Downtown Dubai | High Floor,Recently renovated kitchen and bathrooms. Covered parking included.,3BR Apartment,Downtown Dubai,25.2128,55.26214,4,1895,0,18,30,20500,Hassan Ali,2026-04-07,active,0,828
599,Spacious Studio in Al Furjan | Ready to Move,Balcony with community view. Shared pool and gym access. Close to metro station and community mall.,Studio,Al Furjan,25.02154,55.16185,0,415,0,9,16,2250,Fatima Al-Suwaidi,2026-08-13,active,0,599
1071,3BR Apartment for Rent in Dubai Sports City - Prime Location,Balcony with community view. Shared pool and gym access. Recently renovated kitchen and bathrooms.,3BR Apartment,Dubai Sports City,25.06696,55.2071,4,1806,1,14,12,7250,Daniel Reyes,2026-03-03,active,0,1071
1394,Villa with Full Amenities - Dubai Silicon Oasis,"Close to metro station and community mall. Pet friendly building. Landlord maintained, no agency fees.",Villa,Dubai Silicon Oasis,25.13157,55.36145,6,3153,0,12,0,11500,Layla Haddad,2026-04-04,active,0,1394
2151,Chiller Free Studio in Dubai Silicon Oasis,Shared pool and gym access. Close to metro station and community mall. Built-in wardrobes throughout. Covered parking included.,Studio,Dubai Silicon Oasis,25.13986,55.3776,0,469,0,17,6,2000,Hassan Ali,2026-01-20,active,0,2151
1318,Best Deal! 3BR Apartment in Jumeirah Village Circle,Built-in wardrobes throughout. Close to metro station and community mall. Covered parking included. Pet friendly building.,3BR Apartment,Jumeirah Village Circle,25.07238,55.20105,4,1918,0,1,26,10250,Layla Haddad,2026-04-24,active,0,1318
1293,Best Deal! 2BR Apartment in Mirdif,Near international schools. Built-in wardrobes throughout.,2BR Apartment,Mirdif,25.23644,55.40196,3,1077,0,3,26,4250,Ravi Shankar,2026-01-03,active,0,1293
741,2BR Apartment with Full Amenities - Arabian Ranches,Available for immediate move-in. Balcony with community view. Shared pool and gym access. Near international schools.,2BR Apartment,Arabian Ranches,25.06098,55.25533,2,1362,0,11,11,10250,Sofia Marchetti,2026-08-21,active,0,741
886,Villa for Rent in Jumeirah Lake Towers - Prime Location,Pet friendly building. Covered parking included. Available for immediate move-in.,Villa,Jumeirah Lake Towers,25.06054,55.16029,5,3913,0,20,0,25000,Daniel Reyes,2026-05-25,active,0,886
1152,Spacious Villa in Al Furjan | Ready to Move,"Landlord maintained, no agency fees. Available for immediate move-in. Built-in wardrobes throughout. Covered parking included.",Villa,Al Furjan,25.00979,55.12455,4,4561,1,10,0,19500,Omar Farouk,2026-01-10,active,0,1152
1513,Townhouse for Rent in Al Furjan - Prime Location,Available for immediate move-in. Covered parking included.,Townhouse,Al Furjan,25.02884,55.12451,3,1977,0,18,0,8750,Fatima Al-Suwaidi,2026-05-26,active,0,1513
2433,Brand New Listing: Townhouse in Jumeirah Lake Towers,"Landlord maintained, no agency fees. Pet friendly building. Close to metro station and community mall.",Townhouse,Jumeirah Lake Towers,25.0803,55.12817,4,2448,0,22,0,14500,Layla Haddad,2026-05-01,active,0,66
146,Spacious 1BR Apartment in Palm Jumeirah | Ready to Move,"Landlord maintained, no agency fees. Covered parking included. Pet friendly building. Near international schools.",1BR Apartment,Palm Jumeirah,25.10888,55.11422,1,932,1,17,28,14250,Anjali Menon,2026-04-21,active,0,146
1913,Chiller Free 1BR Apartment in Arabian Ranches,Recently renovated kitchen and bathrooms. Built-in wardrobes throughout. Balcony with community view. Close to metro station and community mall.,1BR Apartment,Arabian Ranches,25.03868,55.24954,1,778,0,5,3,4250,Fatima Al-Suwaidi,2026-04-24,active,0,1913
25,Stunning 2BR Apartment | Discovery Gardens | Vacant Soon,"Landlord maintained, no agency fees. Near international schools. Shared pool and gym access. Available for immediate move-in.",2BR Apartment,Discovery Gardens,25.05649,55.13459,2,1209,1,13,21,6000,Chen Wei,2026-06-23,active,0,25
2441,"Hot Deal - Studio in Dubai Sports City, Call Now",Balcony with community view. Recently renovated kitchen and bathrooms. Pet friendly building.,Studio,Dubai Sports City,25.05326,55.24104,0,396,0,21,24,1500,Michael Costa,2026-05-11,active,0,198
1062,Exclusive Studio in Jumeirah Village Circle | High Floor,"Close to metro station and community mall. Available for immediate move-in. Landlord maintained, no agency fees.",Studio,Jumeirah Village Circle,25.05084,55.21216,0,447,1,17,18,2000,Omar Farouk,2026-02-21,active,0,1062
2420,Townhouse in Dubai Sports City | Well Maintained,"Landlord maintained, no agency fees. Covered parking included. Recently renovated kitchen and bathrooms. Available for immediate move-in.",Townhouse,Dubai Sports City,25.02527,55.23158,3,2550,0,5,0,12000,Sofia Marchetti,2026-04-02,active,0,34
1237,Stunning 1BR Apartment | Discovery Gardens | Vacant Soon,Available for immediate move-in. Close to metro station and community mall.,1BR Apartment,Discovery Gardens,25.03214,55.15673,1,749,0,7,13,4250,Anjali Menon,2026-06-01,active,0,1237
497,Spacious 3BR Apartment in Business Bay | Ready to Move,Built-in wardrobes throughout. Shared pool and gym access.,3BR Apartment,Business Bay,25.20052,55.24912,4,1518,0,17,16,10500,Anjali Menon,2026-01-28,active,0,497
1044,Villa for Rent in Arabian Ranches - Prime Location,Covered parking included. Balcony with community view. Pet friendly building.,Villa,Arabian Ranches,25.05595,55.24788,5,3863,0,19,0,21500,Yusuf Karimi,2026-08-02,active,0,1044
1487,Chiller Free 1BR Apartment in Dubai Marina,Available for immediate move-in. Near international schools. Pet friendly building. Covered parking included.,1BR Apartment,Dubai Marina,25.07961,55.11761,1,925,0,21,6,7750,Layla Haddad,2026-06-03,active,0,1487
1677,Stunning Villa | Dubai Sports City | Vacant Soon,Shared pool and gym access. Pet friendly building. Recently renovated kitchen and bathrooms. Available for immediate move-in.,Villa,Dubai Sports City,25.03933,55.22293,5,3077,0,7,0,13500,Sofia Marchetti,2026-08-19,active,0,1677
2000,Chiller Free Townhouse in Discovery Gardens,Near international schools. Balcony with community view. Pet friendly building. Built-in wardrobes throughout.,Townhouse,Discovery Gardens,25.02012,55.13083,3,2162,0,16,0,11500,Omar Farouk,2026-07-05,active,0,2000
697,2BR Apartment for Rent in Palm Jumeirah - Prime Location,"Covered parking included. Near international schools. Landlord maintained, no agency fees.",2BR Apartment,Palm Jumeirah,25.09862,55.12792,2,1143,0,15,42,13250,Noor Abdullah,2026-01-04,active,0,697
1159,Stunning 2BR Apartment | Mirdif | Vacant Soon,Pet friendly building. Near international schools. Balcony with community view. Built-in wardrobes throughout.,2BR Apartment,Mirdif,25.23511,55.41358,2,1049,1,12,2,5000,Hassan Ali,2026-03-05,active,0,1159
2563,Discovery Gardens 2BR Apartment - Negotiable Price,Available for immediate move-in. Pet friendly building. Balcony with community view. Built-in wardrobes throughout.,2BR Apartment,Discovery Gardens,25.04211,55.15451,3,1238,0,16,39,5500,Chen Wei,2026-04-16,active,0,512
1558,"Upgraded Villa in Business Bay, Motivated Seller",Available for immediate move-in. Near international schools. Shared pool and gym access.,Villa,Business Bay,25.18645,55.25858,5,4997,0,3,0,39000,Anjali Menon,2026-01-11,active,0,1558
1085,"Upgraded 3BR Apartment in Downtown Dubai, Motivated Seller",Recently renovated kitchen and bathrooms. Built-in wardrobes throughout. Near international schools.,3BR Apartment,Downtown Dubai,25.21174,55.25165,4,1578,0,1,33,20250,Noor Abdullah,2026-05-02,active,0,1085
383,"Upgraded 2BR Apartment in Al Furjan, Motivated Seller",Close to metro station and community mall. Available for immediate move-in.,2BR Apartment,Al Furjan,25.01471,55.14675,3,978,0,7,16,5000,Omar Farouk,2026-03-20,active,0,383
1087,Spacious Villa in Dubai Sports City | Ready to Move,"Close to metro station and community mall. Balcony with community view. Landlord maintained, no agency fees.",Villa,Dubai Sports City,25.03298,55.21453,4,4339,0,6,0,19250,Priya Nair,2026-07-26,active,0,1087
2322,Must See! 3BR Apartment Available in Downtown Dubai,Available for immediate move-in. Balcony with community view. Shared pool and gym access. Built-in wardrobes throughout.,3BR Apartment,Downtown Dubai,25.21653,55.253,4,1656,0,7,34,16000,Anjali Menon,2026-02-23,active,0,783
1579,Stunning 2BR Apartment | Mirdif | Vacant Soon,Built-in wardrobes throughout. Covered parking included.,2BR Apartment,Mirdif,25.22503,55.43463,3,1244,1,17,28,6000,Chen Wei,2026-08-20,active,0,1579
912,3BR Apartment for Rent in Discovery Gardens - Prime Location,Available for immediate move-in. Near international schools.,3BR Apartment,Discovery Gardens,25.02024,55.13401,3,1403,0,21,14,6250,Fatima Al-Suwaidi,2026-01-20,active,0,912
724,3BR Apartment for Rent in Dubai Silicon Oasis - Prime Location,Covered parking included. Near international schools.,3BR Apartment,Dubai Silicon Oasis,25.10763,55.39027,4,1984,1,7,33,7500,Fatima Al-Suwaidi,2026-04-14,active,0,724
1042,"Upgraded Villa in Dubai Silicon Oasis, Motivated Seller",Recently renovated kitchen and bathrooms. Balcony with community view. Close to metro station and community mall.,Villa,Dubai Silicon Oasis,25.14305,55.39064,4,4393,1,22,0,15500,Michael Costa,2026-08-24,active,0,1042
1034,Best Deal! Studio in Mirdif,Close to metro station and community mall. Pet friendly building.,Studio,Mirdif,25.19534,55.41761,0,460,1,2,3,2250,Priya Nair,2026-05-26,active,0,1034
2074,Spacious Villa in Dubai Marina | Ready to Move,Available for immediate move-in. Covered parking included. Built-in wardrobes throughout.,Villa,Dubai Marina,25.07188,55.16009,4,2828,0,7,0,28250,Fatima Al-Suwaidi,2026-06-18,active,0,2074
163,Studio with Full Amenities - Jumeirah Lake Towers,Shared pool and gym access. Covered parking included. Close to metro station and community mall. Recently renovated kitchen and bathrooms.,Studio,Jumeirah Lake Towers,25.04861,55.13912,0,510,0,4,35,3750,Omar Farouk,2026-06-14,active,0,163
1620,Stunning 2BR Apartment | Jumeirah Village Circle | Vacant Soon,Available for immediate move-in. Pet friendly building. Covered parking included.,2BR Apartment,Jumeirah Village Circle,25.06164,55.19222,2,1257,1,0,30,7250,Elena Popescu,2026-03-21,active,0,1620
2244,Must See! Villa Available in Business Bay,Near international schools. Balcony with community view. Built-in wardrobes throughout. Close to metro station and community mall.,Villa,Business Bay,25.20928,55.24921,4,3726,0,8,0,32000,Hassan Ali,2026-07-24,active,0,1323
2173,1BR Apartment for Rent in Arabian Ranches - Prime Location,"Landlord maintained, no agency fees. Available for immediate move-in.",1BR Apartment,Arabian Ranches,25.06095,55.26004,1,763,0,3,32,5750,Chen Wei,2026-03-07,active,0,2173
1979,Best Deal! 2BR Apartment in Al Furjan,"Recently renovated kitchen and bathrooms. Available for immediate move-in. Built-in wardrobes throughout. Landlord maintained, no agency fees.",2BR Apartment,Al Furjan,25.03148,55.15971,2,1322,0,7,41,7500,Daniel Reyes,2026-05-11,active,0,1979
147,2BR Apartment with Full Amenities - Downtown Dubai,Pet friendly building. Available for immediate move-in. Built-in wardrobes throughout. Near international schools.,2BR Apartment,Downtown Dubai,25.19163,55.26903,2,1335,0,2,37,13000,Omar Farouk,2026-04-28,active,0,147
1922,1BR Apartment with Full Amenities - Business Bay,Near international schools. Built-in wardrobes throughout. Recently renovated kitchen and bathrooms. Shared pool and gym access.,1BR Apartment,Business Bay,25.20573,55.25464,1,836,0,6,37,7250,Daniel Reyes,2026-08-10,active,0,1922
593,Chiller Free 3BR Apartment in Arabian Ranches,"Balcony with community view. Near international schools. Built-in wardrobes throughout. Landlord maintained, no agency fees.",3BR Apartment,Arabian Ranches,25.04575,55.26626,4,1431,1,22,28,9500,Elena Popescu,2026-03-12,active,0,593
1189,Townhouse for Rent in Dubai Sports City - Prime Location,Available for immediate move-in. Recently renovated kitchen and bathrooms.,Townhouse,Dubai Sports City,25.03622,55.22591,4,2083,0,7,0,8750,Yusuf Karimi,2026-03-04,active,0,1189
1234,Stunning 3BR Apartment | Arabian Ranches | Vacant Soon,Built-in wardrobes throughout. Near international schools.,3BR Apartment,Arabian Ranches,25.07031,55.25731,3,1422,1,17,1,9750,Priya Nair,2026-01-12,active,0,1234
1711,Studio for Rent in Jumeirah Lake Towers - Prime Location,Recently renovated kitchen and bathrooms. Available for immediate move-in.,Studio,Jumeirah Lake Towers,25.07249,55.16376,0,429,0,9,17,3750,Anjali Menon,2026-07-24,active,0,1711
1218,Exclusive Studio in Palm Jumeirah | High Floor,Balcony with community view. Near international schools.,Studio,Palm Jumeirah,25.12674,55.13576,0,467,1,4,25,7500,Chen Wei,2026-02-28,active,0,1218
470,Best Deal! 1BR Apartment in Downtown Dubai,Balcony with community view. Pet friendly building.,1BR Apartment,Downtown Dubai,25.1754,55.26936,1,755,1,22,31,7500,Fatima Al-Suwaidi,2026-04-28,active,0,470
450,Townhouse for Rent in Arabian Ranches - Prime Location,Close to metro station and community mall. Shared pool and gym access.,Townhouse,Arabian Ranches,25.04186,55.28778,3,2042,0,19,0,12750,Omar Farouk,2026-05-29,active,0,450
1958,Spacious 1BR Apartment in Mirdif | Ready to Move,Pet friendly building. Shared pool and gym access. Close to metro station and community mall.,1BR Apartment,Mirdif,25.20735,55.40283,1,730,1,4,21,3250,Yusuf Karimi,2026-04-19,active,0,1958
2010,Spacious Studio in Al Furjan | Ready to Move,"Available for immediate move-in. Landlord maintained, no agency fees. Shared pool and gym access.",Studio,Al Furjan,25.02308,55.14118,0,534,1,2,30,2750,Layla Haddad,2026-08-27,active,0,2010
2358,Dubai Marina 2BR Apartment - Negotiable Price,"Landlord maintained, no agency fees. Built-in wardrobes throughout. Recently renovated kitchen and bathrooms. Available for immediate move-in.",2BR Apartment,Dubai Marina,25.07217,55.13951,3,1168,0,10,36,10500,Daniel Reyes,2026-08-11,active,0,708
1502,Best Deal! 1BR Apartment in Mirdif,"Landlord maintained, no agency fees. Available for immediate move-in. Recently renovated kitchen and bathrooms. Pet friendly building.",1BR Apartment,Mirdif,25.21589,55.41002,1,832,0,11,34,4250,Hassan Ali,2026-07-30,active,0,1502
707,Chiller Free 2BR Apartment in Dubai Silicon Oasis,Close to metro station and community mall. Covered parking included. Available for immediate move-in.,2BR Apartment,Dubai Silicon Oasis,25.1315,55.3701,3,1167,0,13,1,4750,Priya Nair,2026-07-26,active,0,707
788,Stunning Townhouse | Dubai Silicon Oasis | Vacant Soon,Near international schools. Shared pool and gym access. Recently renovated kitchen and bathrooms.,Townhouse,Dubai Silicon Oasis,25.12836,55.38378,4,2096,1,16,0,9500,Noor Abdullah,2026-03-20,active,0,788
761,Villa with Full Amenities - Business Bay,Recently renovated kitchen and bathrooms. Shared pool and gym access.,Villa,Business Bay,25.20334,55.2823,4,3850,0,22,0,31250,Hassan Ali,2026-03-14,active,0,761
1020,Studio for Rent in Al Furjan - Prime Location,Available for immediate move-in. Recently renovated kitchen and bathrooms.,Studio,Al Furjan,25.03929,55.13317,0,391,0,16,41,2000,Anjali Menon,2026-07-03,active,0,1020
1244,Exclusive 3BR Apartment in Dubai Silicon Oasis | High Floor,Recently renovated kitchen and bathrooms. Built-in wardrobes throughout. Close to metro station and community mall.,3BR Apartment,Dubai Silicon Oasis,25.1067,55.38066,4,1442,0,20,25,6250,Ravi Shankar,2026-02-13,active,0,1244
618,Chiller Free 2BR Apartment in Palm Jumeirah,Recently renovated kitchen and bathrooms. Covered parking included. Balcony with community view.,2BR Apartment,Palm Jumeirah,25.12947,55.14005,3,1394,0,16,18,16000,Chen Wei,2026-04-16,active,0,618
1035,Villa with Full Amenities - Arabian Ranches,Built-in wardrobes throughout. Near international schools. Covered parking included. Shared pool and gym access.,Villa,Arabian Ranches,25.05849,55.28527,6,2860,1,15,0,16250,Ravi Shankar,2026-05-10,active,0,1035
303,Chiller Free 2BR Apartment in Dubai Sports City,Pet friendly building. Recently renovated kitchen and bathrooms. Close to metro station and community mall.,2BR Apartment,Dubai Sports City,25.03254,55.22017,2,956,0,15,35,4500,Yusuf Karimi,2026-06-18,active,0,303
784,Villa for Rent in Jumeirah Village Circle - Prime Location,Near international schools. Built-in wardrobes throughout. Pet friendly building. Balcony with community view.,Villa,Jumeirah Village Circle,25.06961,55.20832,5,4626,1,21,0,19250,Ravi Shankar,2026-06-24,active,0,784
1485,Exclusive Villa in Palm Jumeirah | High Floor,Recently renovated kitchen and bathrooms. Available for immediate move-in.,Villa,Palm Jumeirah,25.10293,55.12144,4,3341,0,2,0,36000,Fatima Al-Suwaidi,2026-03-04,active,0,1485
710,Best Deal! 3BR Apartment in Jumeirah Village Circle,Recently renovated kitchen and bathrooms. Pet friendly building. Covered parking included. Balcony with community view.,3BR Apartment,Jumeirah Village Circle,25.06114,55.22244,4,1537,0,2,21,10000,Fatima Al-Suwaidi,2026-05-31,active,0,710
1448,Spacious 2BR Apartment in Dubai Marina | Ready to Move,"Covered parking included. Landlord maintained, no agency fees. Built-in wardrobes throughout. Available for immediate move-in.",2BR Apartment,Dubai Marina,25.09775,55.16078,3,994,0,17,22,7500,Michael Costa,2026-06-16,active,0,1448
754,"Upgraded 1BR Apartment in Dubai Silicon Oasis, Motivated Seller","Landlord maintained, no agency fees. Available for immediate move-in. Shared pool and gym access. Pet friendly building.",1BR Apartment,Dubai Silicon Oasis,25.12572,55.36735,2,856,1,1,31,4250,Omar Farouk,2026-05-14,active,0,754
1453,Exclusive Townhouse in Dubai Sports City | High Floor,Covered parking included. Pet friendly building. Shared pool and gym access. Built-in wardrobes throughout.,Townhouse,Dubai Sports City,25.06348,55.22518,3,2097,0,3,0,9500,Noor Abdullah,2026-02-05,active,0,1453
747,Exclusive 3BR Apartment in Arabian Ranches | High Floor,Balcony with community view. Shared pool and gym access. Covered parking included. Built-in wardrobes throughout.,3BR Apartment,Arabian Ranches,25.04881,55.27232,4,1551,1,11,5,11750,Yusuf Karimi,2026-06-03,active,0,747
2439,Arabian Ranches 2BR Apartment - Negotiable Price,Covered parking included. Pet friendly building. Built-in wardrobes throughout. Shared pool and gym access.,2BR Apartment,Arabian Ranches,25.04594,55.2504,2,1002,1,5,28,7500,Priya Nair,2026-02-04,active,0,137
678,Townhouse with Full Amenities - Al Furjan,Available for immediate move-in. Pet friendly building.,Townhouse,Al Furjan,25.02014,55.14694,3,2577,0,21,0,11000,Ravi Shankar,2026-07-01,active,0,678
52,Exclusive Studio in Business Bay | High Floor,Pet friendly building. Available for immediate move-in. Close to metro station and community mall.,Studio,Business Bay,25.19307,55.24984,0,500,0,8,22,4000,Hassan Ali,2026-06-22,active,0,52
2589,URGENT SALE Best Deal! 3BR Apartment in Business Bay,Pet friendly building. Close to metro station and community mall.,3BR Apartment,Business Bay,25.21161,55.24885,4,1547,0,22,6,5914,Daniel Reyes,2026-01-22,active,1,2589
796,Exclusive 1BR Apartment in Jumeirah Village Circle | High Floor,Close to metro station and community mall. Available for immediate move-in. Shared pool and gym access. Built-in wardrobes throughout.,1BR Apartment,Jumeirah Village Circle,25.07199,55.21903,1,727,1,5,16,3500,Yusuf Karimi,2026-01-18,active,0,796
2101,3BR Apartment with Full Amenities - Dubai Marina,Near international schools. Recently renovated kitchen and bathrooms. Close to metro station and community mall. Shared pool and gym access.,3BR Apartment,Dubai Marina,25.06203,55.12917,4,1734,0,5,6,12750,Anjali Menon,2026-02-05,active,0,2101
1276,1BR Apartment with Full Amenities - Jumeirah Lake Towers,Pet friendly building. Shared pool and gym access. Close to metro station and community mall. Recently renovated kitchen and bathrooms.,1BR Apartment,Jumeirah Lake Towers,25.0748,55.14985,2,841,1,19,2,6500,Priya Nair,2026-01-03,active,0,1276
1528,Chiller Free Townhouse in Dubai Silicon Oasis,Pet friendly building. Built-in wardrobes throughout. Near international schools.,Townhouse,Dubai Silicon Oasis,25.13261,55.3898,4,2120,0,16,0,8250,Yusuf Karimi,2026-06-04,active,0,1528
382,Stunning 3BR Apartment | Dubai Marina | Vacant Soon,"Built-in wardrobes throughout. Close to metro station and community mall. Landlord maintained, no agency fees.",3BR Apartment,Dubai Marina,25.07453,55.13671,4,1669,0,12,40,15000,Layla Haddad,2026-06-01,active,0,382
429,"Upgraded 2BR Apartment in Arabian Ranches, Motivated Seller","Landlord maintained, no agency fees. Available for immediate move-in.",2BR Apartment,Arabian Ranches,25.06842,55.25709,3,1271,0,3,4,9000,Yusuf Karimi,2026-01-02,active,0,429
1296,Exclusive 3BR Apartment in Discovery Gardens | High Floor,Close to metro station and community mall. Available for immediate move-in. Pet friendly building.,3BR Apartment,Discovery Gardens,25.06442,55.12153,3,1535,1,6,39,9500,Grace Okafor,2026-01-14,active,0,1296
2180,Exclusive Villa in Jumeirah Lake Towers | High Floor,"Pet friendly building. Covered parking included. Landlord maintained, no agency fees.",Villa,Jumeirah Lake Towers,25.05899,55.13131,5,2840,1,22,0,18000,Elena Popescu,2026-03-12,active,0,2180
1299,Spacious Studio in Business Bay | Ready to Move,Balcony with community view. Covered parking included. Recently renovated kitchen and bathrooms. Available for immediate move-in.,Studio,Business Bay,25.19974,55.25256,0,460,1,15,1,3750,Grace Okafor,2026-06-28,active,0,1299
557,Chiller Free 2BR Apartment in Jumeirah Village Circle,Recently renovated kitchen and bathrooms. Balcony with community view.,2BR Apartment,Jumeirah Village Circle,25.06909,55.23017,3,1142,1,12,5,5500,Elena Popescu,2026-05-17,active,0,557
492,"Upgraded 3BR Apartment in Jumeirah Lake Towers, Motivated Seller","Landlord maintained, no agency fees. Covered parking included.",3BR Apartment,Jumeirah Lake Towers,25.06819,55.15104,3,1851,0,19,7,14500,Omar Farouk,2026-03-12,active,0,492
2628,URGENT SALE Stunning Townhouse | Discovery Gardens | Vacant Soon,Pet friendly building. Covered parking included.,Townhouse,Discovery Gardens,25.02757,55.14633,3,1946,0,2,0,4096,Elena Popescu,2026-08-25,active,1,2628
1903,Spacious Studio in Jumeirah Village Circle | Ready to Move,"Landlord maintained, no agency fees. Covered parking included.",Studio,Jumeirah Village Circle,25.0668,55.22098,0,474,1,17,13,2500,Fatima Al-Suwaidi,2026-04-14,active,0,1903
